method,seed,epoch,timesteps,ppo_updates,optimizer_steps,learning_rate,train_success_rate,mean_score,std_score,success_rate,failure_rate,mean_cycles,median_cycles,std_cycles,mean_cycles_success,invalid_action_rate,epoch_seconds,elapsed_seconds
GNN-dirGCN-max-PPO,0,28.0,229376.0,448.0,28672.0,2.373780754971499e-06,0.9993682880606444,105.44966666698456,2.630443540575646,1.0,0.0,4.866666666666666,4.0,3.057595278791634,4.866666666666666,0.0,102.68532228469849,2766.723577976227
GNN-dirGCN-max-PPO,0,29.0,237568.0,464.0,29696.0,1.661646528480049e-06,0.99937106918239,105.44966666698456,2.6348750546258306,1.0,0.0,4.87,4.0,3.057193702291913,4.87,0.0,101.43502616882324,2868.389829397201
GNN-dirGCN-max-PPO,0,30.0,245760.0,480.0,30720.0,1.1631525699360342e-06,1.0,105.46300000031788,2.643936017492123,1.0,0.0,4.87,4.0,3.038601652076165,4.87,0.0,101.08352255821228,2969.674783945084
GNN-dirGCN-max-PPO,0,31.0,253952.0,496.0,31744.0,1e-06,0.99937106918239,105.45633333365124,2.631829506918188,1.0,0.0,4.8566666666666665,4.0,3.0445780587062563,4.8566666666666665,0.0,100.22211122512816,3070.109840631485
GNN-dirGCN-max-PPO,0,32.0,262144.0,512.0,32768.0,1e-06,1.0,105.45966666698456,2.640733462534563,1.0,0.0,4.87,4.0,3.044081689661651,4.87,0.0,99.44187140464784,3169.761488199234
GNN-dirGCN-max-PPO,0,33.0,270336.0,528.0,33792.0,1e-06,0.9993746091307066,105.46966666698457,2.640867260354085,1.0,0.0,4.866666666666666,4.0,3.051047179066376,4.866666666666666,0.0,101.61287188529968,3271.5687441825867
GNN-dirGCN-max-PPO,0,34.0,278528.0,544.0,34816.0,1e-06,0.9993638676844784,104.98133333365122,8.955459315623472,0.9966666666666668,0.0033333333333332,4.93,4.0,3.2503999753876447,4.862876254180602,0.015551048005409,98.60185170173644,3370.384795188904
GNN-dirGCN-max-PPO,0,35.0,286720.0,560.0,35840.0,1e-06,0.999354422207876,105.46633333365122,2.6326095836917296,1.0,0.0,4.86,4.0,3.049655718273786,4.86,0.0,99.46502089500429,3470.071199655533
GNN-dirGCN-max-PPO,0,36.0,294912.0,576.0,36864.0,1e-06,0.9987654320987654,104.97466666698456,8.955070717408738,0.9966666666666668,0.0033333333333332,4.933333333333334,4.0,3.241741644377122,4.866220735785953,0.0155405405405405,97.57444858551024,3567.8757586479187
GNN-dirGCN-max-PPO,0,37.0,303104.0,592.0,37888.0,1e-06,0.9981458590852904,104.97466666698456,8.955070717408738,0.9966666666666668,0.0033333333333332,4.926666666666667,4.0,3.225102926867434,4.8595317725752505,0.0155615696887686,95.22710871696472,3663.318565607071
GNN-dirGCN-max-PPO,0,38.0,311296.0,608.0,38912.0,1e-06,0.9993593850096092,105.46633333365122,2.6414579093395014,1.0,0.0,4.85,4.0,3.0222783900009387,4.85,0.0,89.42882776260376,3753.1444120407104
GNN-dirGCN-max-PPO,0,39.0,319488.0,624.0,39936.0,1e-06,0.999375390381012,105.46300000031788,2.640151068517123,1.0,0.0,4.836666666666667,4.0,2.9994425407991328,4.836666666666667,0.0,103.9613025188446,3857.31956076622
GNN-dirGCN-max-PPO,0,40.0,327680.0,640.0,40960.0,1e-06,1.0,105.44533333381015,2.6306675110572466,1.0,0.0,4.84,4.0,3.0223169919781743,4.84,0.0,104.45035886764526,3961.994857788086
GNN-GCN-role-PPO,0,1.0,8192.0,16.0,1024.0,0.00035,0.2570621468926554,-43.65799998362859,30.4141661479608,0.0366666666666666,0.9633333333333334,25.036666666666665,26.0,6.057666400704336,2.727272727272727,0.9408866995073892,34.524850606918335,34.5248544216156
GNN-GCN-role-PPO,0,2.0,16384.0,32.0,2048.0,0.00035,0.2309859154929577,-46.48433327595393,18.54977958597247,0.01,0.99,25.813333333333333,26.0,4.909021174214763,1.0,0.8867510330578512,34.385257720947266,72.06556820869446
GNN-GCN-role-PPO,0,3.0,24576.0,48.0,3072.0,0.00035,0.2371428571428571,-43.02766660610835,28.72544170278369,0.0333333333333333,0.9666666666666668,25.39333333333333,26.0,5.837689801815632,3.5,0.8882908899973746,30.9594304561615,103.20754504203796
GNN-GCN-role-PPO,0,4.0,32768.0,64.0,4096.0,0.00035,0.1768115942028985,-43.31599994977315,27.345330074675932,0.03,0.97,25.44333333333333,26.0,5.760797591383409,2.888888888888889,0.8953229398663697,29.469805479049683,133.01425504684448
GNN-GCN-role-PPO,0,5.0,40960.0,80.0,5120.0,0.00035,0.2659279778393352,-43.8873332842191,27.34271820976499,0.03,0.97,25.44333333333333,26.0,5.760797591383409,2.888888888888889,0.9041006157474124,30.196455717086792,163.40747666358948
GNN-GCN-role-PPO,0,6.0,49152.0,96.0,6144.0,0.00035,0.1930835734870317,-43.20633328040441,28.682521845375334,0.0333333333333333,0.9666666666666668,25.406666666666663,26.0,5.779384819242346,4.3,0.8977958541065337,29.195785999298096,192.7973494529724
GNN-GCN-role-PPO,0,7.0,57344.0,112.0,7168.0,0.00035,0.2684931506849315,-42.75299993515014,27.503319037293554,0.03,0.97,25.433333333333334,26.0,5.788398358402397,2.6666666666666665,0.8760157273918742,31.036566495895386,224.0236229896545
GNN-GCN-role-PPO,0,8.0,65536.0,128.0,8192.0,0.00035,0.2464985994397759,-42.45866659561793,27.69038266612494,0.03,0.97,25.44333333333333,26.0,5.760797591383409,2.888888888888889,0.8659766802043757,30.90233039855957,255.18182492256165
GNN-GCN-role-PPO,0,9.0,73728.0,144.0,9216.0,0.00035,0.2841823056300268,-47.54633330186208,17.348306938201716,0.01,0.99,25.813333333333333,26.0,4.909021174214763,1.0,0.918388429752066,29.848838567733765,285.24853587150574
GNN-GCN-role-PPO,0,10.0,81920.0,160.0,10240.0,0.00035,0.2190201729106628,-42.29299998680751,33.55234096557885,0.0466666666666666,0.9533333333333334,24.906666666666663,26.0,6.444477394551779,2.7142857142857144,0.9358940042826552,30.49512529373169,315.94077491760254
GNN-GCN-role-PPO,0,11.0,90112.0,176.0,11264.0,0.00035,0.2080924855491329,-40.2503333067894,36.69446233719982,0.0566666666666666,0.9433333333333334,24.656666666666663,26.0,6.71804452368561,3.117647058823529,0.9230769230769232,29.59760999679565,345.75367498397827
GNN-GCN-role-PPO,0,12.0,98304.0,192.0,12288.0,0.00035,0.2774725274725275,-40.723666644096376,35.524808326294284,0.0533333333333333,0.9466666666666668,24.766666666666666,26.0,6.616057906504615,3.125,0.9211305518169582,30.070714235305783,376.0364167690277
GNN-GCN-role-PPO,0,13.0,106496.0,208.0,13312.0,0.00035,0.2338028169014084,-39.73599998315176,38.470251320123566,0.0633333333333333,0.9366666666666666,24.576666666666668,26.0,6.886517423358647,3.263157894736842,0.9244540892445408,30.75335001945496,406.98959159851074
GNN-GCN-role-PPO,0,14.0,114688.0,224.0,14336.0,0.00035,0.2493150684931507,-43.100999908447264,28.984159504951503,0.0333333333333333,0.9666666666666668,25.32,26.0,5.987008156555882,2.4,0.8690100052659294,30.02334237098694,437.2178499698639
GNN-GCN-role-PPO,0,15.0,122880.0,240.0,15360.0,0.00035,0.2647887323943662,-42.73999994277954,30.203243782805824,0.0366666666666666,0.9633333333333334,25.266666666666666,26.0,5.850546033396276,4.818181818181818,0.8782321899736147,29.80517339706421,467.2533085346222
GNN-GCN-role-PPO,0,16.0,131072.0,256.0,16384.0,0.00035,0.2479338842975206,-42.14566660086314,30.23658958520937,0.0366666666666666,0.9633333333333334,25.223333333333333,26.0,6.154141333732559,2.1818181818181817,0.8535747323906436,29.04139494895935,496.50199580192566
GNN-GCN-role-PPO,0,17.0,139264.0,272.0,17408.0,0.00035,0.2556179775280899,-41.2326666355133,34.52863352348411,0.05,0.95,24.94,26.0,6.453143936614669,3.2666666666666666,0.9184709970596098,30.880033493041992,527.6196146011353
GNN-GCN-role-PPO,0,18.0,147456.0,288.0,18432.0,0.00035,0.247191011235955,-43.36533328930537,29.767606516038985,0.0366666666666666,0.9633333333333334,25.33333333333333,26.0,5.974017817925294,3.363636363636364,0.9122368421052632,30.53434920310974,558.3755085468292
GNN-GCN-role-PPO,0,19.0,155648.0,304.0,19456.0,0.00035,0.2506963788300835,-43.23066661516825,28.58445485001529,0.0333333333333333,0.9666666666666668,25.39,26.0,5.854733127991403,3.3,0.8996980438492845,29.80733036994934,588.372834444046
GNN-GCN-role-PPO,0,20.0,163840.0,320.0,20480.0,0.00035,0.2142857142857142,-44.37833327849706,26.013035776143447,0.0266666666666666,0.9733333333333334,25.466666666666665,26.0,5.652924513520021,2.75,0.9015706806282724,19.47923755645752,608.2537207603455
GNN-GCN-role-PPO,0,21.0,172032.0,336.0,21504.0,0.00035,0.238095238095238,-44.57666660865148,23.183656363010968,0.02,0.98,25.616666666666667,26.0,5.184244292940765,4.666666666666667,0.8913467794404685,19.30361652374268,627.7536625862122
GNN-GCN-role-PPO,0,22.0,180224.0,352.0,22528.0,0.00035,0.2549019607843137,-43.92366662263871,27.20157972363457,0.03,0.97,25.44333333333333,26.0,5.760797591383409,2.888888888888889,0.907113847766278,19.391210556030277,647.3705489635468
GNN-GCN-role-PPO,0,23.0,188416.0,368.0,23552.0,0.00035,0.2346368715083799,-39.86099994023641,36.054287484684096,0.0566666666666666,0.9433333333333334,24.916666666666668,26.0,6.542404416998047,4.705882352941177,0.8897658862876254,19.3506863117218,666.9469549655914
GNN-GCN-role-PPO,0,24.0,196608.0,384.0,24576.0,0.00035,0.2570621468926554,-39.23433327198028,36.3282799218334,0.0566666666666666,0.9433333333333334,24.87,26.0,6.572652939769958,4.294117647058823,0.8777643747486932,19.40672278404236,686.5606842041016
GNN-GCN-role-PPO,0,25.0,204800.0,400.0,25600.0,0.00035,0.2684931506849315,-40.12366659561793,34.48675310791058,0.05,0.95,24.876666666666665,26.0,6.418316670972919,3.733333333333333,0.8763231944258341,19.68240714073181,706.4319410324097
GNN-GCN-role-PPO,0,26.0,212992.0,416.0,26624.0,0.00035,0.2628571428571428,-44.08233327229818,26.01023108289545,0.0266666666666666,0.9733333333333334,25.506666666666668,26.0,5.638849370414342,2.625,0.8921850496602195,19.215660333633423,725.877598285675
GNN-GCN-role-PPO,0,27.0,221184.0,432.0,27648.0,0.00035,0.2699724517906336,-42.83599994341533,29.77259539816319,0.0366666666666666,0.9633333333333334,25.27,26.0,6.046246769691096,2.636363636363636,0.8993536472760849,19.66481852531433,745.7273235321045
GNN-GCN-role-PPO,0,28.0,229376.0,448.0,28672.0,0.00035,0.2376811594202898,-43.328333255449934,27.83982695900136,0.03,0.97,25.39,26.0,5.801542898229746,2.6666666666666665,0.8857818038597873,19.66284465789795,765.6056842803955
GNN-GCN-role-PPO,0,29.0,237568.0,464.0,29696.0,0.00035,0.2627118644067797,-43.3443332695961,26.248050111393955,0.0266666666666666,0.9733333333333334,25.506666666666668,26.0,5.638849370414342,2.625,0.8791165708311552,19.32902503013611,785.1581411361694
GNN-GCN-role-PPO,0,30.0,245760.0,480.0,30720.0,0.00035,0.2790055248618784,-45.6736666115125,19.769594666604743,0.0133333333333333,0.9866666666666668,25.773333333333333,26.0,5.044001938496411,1.5,0.8898085876875323,19.318647384643555,804.6674497127533
GNN-GCN-role-PPO,0,31.0,253952.0,496.0,31744.0,0.00035,0.2983425414364641,-44.77366659243901,21.75707564696109,0.0166666666666666,0.9833333333333332,25.71,26.0,5.219760530905608,1.6,0.8730714378322313,21.91974258422852,826.7854852676392
GNN-GCN-role-PPO,0,32.0,262144.0,512.0,32768.0,0.00035,0.2900552486187845,-43.615666608015694,26.155755025828967,0.0266666666666666,0.9733333333333334,25.51333333333333,26.0,5.625224933774254,2.625,0.8876404494382022,25.79558825492859,852.7905058860779
GNN-GCN-role-PPO,0,33.0,270336.0,528.0,33792.0,0.00035,0.245014245014245,-44.83066661596298,23.093864825206715,0.02,0.98,25.613333333333333,26.0,5.36629812399158,2.5,0.8996616345653305,26.4515073299408,879.4625804424286
GNN-GCN-role-PPO,0,34.0,278528.0,544.0,34816.0,0.00035,0.2975206611570248,-45.080333282152814,23.04479651462925,0.02,0.98,25.65333333333333,26.0,5.374615231706255,1.6666666666666667,0.8938409563409564,29.26839303970337,908.9254696369172
GNN-GCN-role-PPO,0,35.0,286720.0,560.0,35840.0,0.00035,0.2493074792243767,-45.15499994834264,23.105853692020144,0.02,0.98,25.65,26.0,5.317345829139446,2.5,0.9018843404808315,28.591148376464844,937.7594285011292
GNN-GCN-role-PPO,0,36.0,294912.0,576.0,36864.0,0.00035,0.2126436781609195,-40.69999993244807,32.14799838590582,0.0433333333333333,0.9566666666666668,25.16,26.0,6.253084572166498,3.230769230769231,0.870561738208797,29.695695161819454,967.6626582145692
GNN-GCN-role-PPO,0,37.0,303104.0,592.0,37888.0,0.00035,0.2521246458923513,-42.44233325322469,27.913967393122714,0.03,0.97,25.45,26.0,5.747535703818348,2.888888888888889,0.8599869024230518,28.89897489547729,996.9271659851074
GNN-GCN-role-PPO,0,38.0,311296.0,608.0,38912.0,0.00035,0.3091397849462365,-40.48433327039083,34.09860976057239,0.05,0.95,25.036666666666665,26.0,6.493739720342629,3.1333333333333333,0.8855012648116096,18.593847513198853,1015.9663064479828
GNN-GCN-role-PPO,0,39.0,319488.0,624.0,39936.0,0.00035,0.2485875706214689,-43.99199993213018,26.12324895860669,0.0266666666666666,0.9733333333333334,25.51333333333333,26.0,5.625224933774254,2.625,0.8894695584008362,18.942650318145752,1035.1415202617643
GNN-GCN-role-PPO,0,40.0,327680.0,640.0,40960.0,0.00035,0.2704225352112676,-43.18299994707108,28.58206215848085,0.0333333333333333,0.9666666666666668,25.41,26.0,5.860765024010659,2.9,0.8974157155975337,19.497989892959595,1054.9110345840454
